clade_name	ERR527006d	ERR527007d	ERR527008d	ERR527009d	ERR527010d	ERR527011d	ERR527012d	ERR527013d	ERR527014d	ERR527015d	ERR527016d	ERR527017d	ERR527019d	ERR527020d	ERR527023d	ERR527024d	ERR527026d	ERR527027d	ERR527028d	ERR527029d	ERR527030d	ERR527031d	ERR527033d	ERR527034d	ERR527035d	ERR527036d	ERR527037d	ERR527038d	ERR527039d	ERR527041d	ERR527042d	ERR527044d	ERR527045d	ERR527046d	ERR527048d	ERR527049d	ERR527050d	ERR527051d	ERR527052d	ERR527054d	ERR527056d	ERR527057d	ERR527059d	ERR527060d	ERR527066d	ERR527067d	ERR527068d	ERR527069d	ERR527073d	ERR527074d	ERR527075d	ERR527078d	ERR527079d	ERR527080d	ERR527082d	ERR527084d	ERR527088d	ERR527090d	ERR527093d	ERR527094d	ERR527099d	ERR527100d	ERR527102d	ERR527104d	ERR527108d	ERR527109d	ERR527110d	ERR527113d	ERR527116d	ERR527118d	ERR527120d	ERR527123d	ERR527126d	ERR527129d	ERR527130d	ERR527131d	ERR527133d	ERR527134d	ERR527138d	ERR527139d	ERR527140d	ERR527141d	ERR527142d	ERR527145d	ERR527150d	ERR527151d	ERR527153d	ERR527156d	ERR527157d	ERR527162d	ERR527165d	ERR527168d	ERR527169d	ERR527173d	ERR527174d	ERR527179d	ERR527185d	ERR527189d	ERR527191d	ERR527194d	ERR527197d	ERR527199d	ERR527205d	ERR527207d	ERR527208d	ERR527209d	ERR527210d	ERR527211d	ERR527214d	ERR527217d	ERR527218d	ERR528293d	ERR528295d	ERR528297d	ERR528303d	ERR528304d	ERR528306d	ERR528307d	ERR528309d	ERR528310d	ERR528311d	ERR528312d	ERR528313d	ERR528315d	ERR528316d	ERR528319d	ERR528321d	ERR528322d	ERR528323d	ERR528327d	ERR528331d	ERR528334d	ERR528721d	ERR528724d	ERR528726d	ERR528727d	ERR528729d	ERR528734d	ERR528736d	ERR528737d	ERR528739d	ERR528740d	ERR528743d	ERR528747d	ERR528748d	ERR528749d	ERR532380d	ERR532382d	ERR532384d	ERR532385d	ERR532386d	ERR532387d	ERR532388d	ERR532389d	ERR532392d	ERR532619d	ERR532621d	ERR532623d
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.07592	2.41523	0.0	0.0	0.29346	0.0	0.00154	0.05907	0.25947	0.0	0.02138	0.0	0.13964	0.3477	0.04981	0.0	0.01727	0.33587	0.13722	0.15561	0.03959	1.18597	1.43348	0.34285	0.11374	0.41269	0.15411	2.1989	1.50702	0.01939	0.33977	0.04365	0.0	9e-05	0.03633	0.20594	0.20817	0.09976	0.0	0.38456	2.45244	2.52425	0.07265	0.02353	0.24352	0.02119	0.41986	0.47244	0.60678	0.31807	0.29096	0.78023	0.1709	1.00168	0.0	0.0	0.29864	0.02697	0.1074	0.00495	0.67222	0.79253	0.0	0.2331	2.19238	0.03029	0.11214	0.0349	0.58201	3.48571	0.02679	0.04879	0.16752	0.88267	0.01906	1.90537	0.01652	0.49757	2.27541	0.0	0.0	0.06789	0.13841	0.0	0.07356	0.16461	0.04913	0.02029	0.0	0.25023	0.57922	0.10386	0.23392	0.06279	0.0	0.0	0.01046	0.90394	1.26662	0.14298	0.48303	0.31336	0.87742	0.31891	0.10022	1.34521	0.08109	0.01837	0.0	0.11595	0.05259	0.00479	0.00957	0.21297	2.30331	0.00191	0.04477	0.07702	1.52832	1.13247	0.91481	0.04263	0.22439	0.64909	0.50844	0.08331	0.00278	0.16854	0.12192	0.79974	0.13067	0.748	0.0	2.16551	0.67294	2.44929	0.0	0.03254	0.0	0.01283	0.29757	0.0	0.08835	1.53647	0.07328	0.26134	4.3532	0.24328	0.91128	0.07954	0.18352	0.20861	2.13423	0.00078	0.02238	0.0001	0.12923	0.00948
k__Bacteria|p__Firmicutes|c__Bacilli	0.07494	1.26124	0.02352	0.02457	0.0563	0.0	0.00228	0.05319	0.17851	0.08025	0.1331	0.07914	0.0	0.0431	0.01905	0.0	0.0	0.40491	4.97068	0.04055	0.19268	0.86226	0.4666	0.21324	0.00123	0.82037	0.10598	4.19186	2.69279	0.01959	1.54031	8.31059	0.05917	0.02418	1.27172	0.05121	0.05257	0.00671	0.0	2.3382	0.28145	0.09882	2.84796	0.15684	0.54774	0.02981	0.01526	0.02355	0.53158	0.01627	0.00085	0.45692	5.50866	1.02425	0.27634	2.28283	0.0	0.88657	0.87848	0.0056	11.09095	9.07054	0.0	1.45515	2.91005	4.48547	5.50246	2.79283	0.09086	0.28137	0.10182	5.18092	0.24399	0.13156	0.04544	0.0185	2.67782	0.00722	0.72184	0.11606	6.35798	0.0	0.00848	0.02435	0.97438	0.33154	3.46772	2.38103	1.0592	4.57335	1.79494	2.94452	0.81008	3.89867	3.78961	0.20058	0.27477	3.43359	9.30129	0.34268	5.98867	1.56467	1.88472	0.9527	6.1478	0.95716	5.64312	7.04615	0.0	0.07729	0.22261	2.84904	2.40996	3.3618	29.86763	0.08206	0.22065	2.00109	0.28554	6.27836	0.67015	0.84234	1.17096	0.06188	0.0	2.62927	0.0243	0.00945	0.0	1.31591	0.12245	1.67625	1.59483	8.30212	6.00025	32.13077	10.45964	0.01886	0.91057	0.06868	4.13374	0.0	2.60684	4.94664	6.53459	7.19512	0.92677	0.11143	1.87697	8.72228	3.04133	3.16071	0.67915	9.63243	3.20431	0.05832	2.29781	1.1409
k__Bacteria|p__Firmicutes|c__CFGB3009	0.05992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.01686	0.33907	0.08025	0.10429	0.0	0.0	0.05925	0.0	0.01408	0.0	0.00347	0.00438	0.0	0.0	0.0	0.0	0.00898	0.0	0.02017	0.14905	0.00923	0.16597	0.0	0.13358	0.0	0.02975	0.13364	0.0	0.0071	0.00108	0.13868	0.11632	0.0611	0.00495	0.00774	0.0	0.0	0.2912	0.0	0.08364	0.31042	0.32163	0.04022	0.0	0.00999	0.00482	0.0	0.0	0.08568	0.0	0.0	0.01574	0.09605	0.00395	0.14005	0.10817	0.0	0.00456	0.04683	0.0	0.02651	0.05784	0.0	0.03134	0.03486	0.06141	0.09103	0.13808	0.23109	0.0	0.01439	0.0046	0.1351	0.42161	0.01144	0.0	0.2452	0.0	0.07447	0.04521	0.03988	0.01172	0.05803	0.0	0.00138	0.0	0.0	0.0123	0.00048	0.0	0.06362	0.0	0.0	0.0	0.0	0.01147	0.0	0.01031	0.0	0.01539	0.00681	0.10846	0.0	0.00533	0.0	0.01934	0.0	0.00171	0.0	0.0	0.0	0.0	0.06027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03033	0.0	0.12311	0.0	0.0	0.0	0.0	0.0152	0.0	0.04091	0.0	0.103	0.00359	0.0	0.0	0.08253	0.0	0.01411	0.0	0.0	0.04282	0.0	0.03741	0.0	0.0	0.12407	0.0	0.04782	0.0	0.26058	0.0	0.0	0.00055	0.0	0.0	0.00139	0.0846	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924	0.01218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13805	0.41079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00817	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.13487	0.05995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31726	0.0	0.0	0.0	0.0	0.06979	0.0	0.0	0.53527	0.57277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00777	0.0	0.0	0.0	0.0	0.0	0.28965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27796	0.0	0.0	0.0	0.71368	0.0	0.13869	0.00434	0.0	0.0	0.0	1.39206	0.0	3.30877	0.0	0.0008	0.00019	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.27415	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1473	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0247	0.0	0.01263	0.0	0.0	0.0	0.04795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01135	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806	0.00059	0.25747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06575	0.0	0.0	0.0	0.0	0.00442	1.20698	0.23626	0.0	0.0	2.84302	0.0	0.0	0.05734	0.0	0.0	0.0	0.17688	0.53025	0.0	0.0	0.0	0.34463	0.0	1.25131	1.28963	0.77688	0.0	0.00314	0.0	0.0	0.0	0.00103	0.0	0.00396	0.00953	0.00114	6.2925	0.0	0.0	0.0	0.0	1.81181	0.0	0.0	0.0	0.0	4.03734	0.01145	3.79293	4.10316	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18976	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17745	0.0	0.0	0.0	0.00199	1.62652	0.00355	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00764	0.00037	0.47802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69107	0.00188	0.0	0.0	0.0	0.0171	0.00273	0.0	0.0	1.28319	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	74.83969	43.59778	18.75913	19.40773	32.26543	30.05116	31.81872	59.42873	58.45153	12.41679	14.59083	28.94707	22.21887	24.6297	24.15894	0.0	32.14335	49.14292	38.71546	24.1275	23.34599	32.7873	32.54345	33.80916	27.5382	28.48789	35.71083	41.83199	43.51945	51.28531	32.7454	24.04472	20.26959	33.30346	35.23601	26.54843	26.91633	34.20866	35.10367	58.2014	32.88561	32.93154	38.74823	41.9504	27.61595	27.57355	18.53174	20.00439	25.12886	25.85876	26.36818	29.96922	31.62316	31.08834	30.18826	45.06359	46.2892	32.83704	29.16856	18.01261	18.77094	20.91004	27.04589	45.09329	42.08515	26.38975	28.37198	27.53329	46.496	41.01772	38.65321	29.03356	56.79135	27.66081	22.48036	16.27203	41.60977	36.60494	22.4195	29.18976	50.16819	29.4199	29.60163	11.72003	25.10244	3.0656	6.6375	21.03349	22.09208	22.20286	46.97583	16.06007	6.87717	23.53269	22.10382	42.85602	36.12219	40.50304	19.68604	19.99996	22.55244	12.39324	13.04663	25.86439	13.58081	28.92596	18.13594	49.79556	0.0	29.06475	25.58921	80.74241	22.46521	11.59147	16.36189	4.48927	4.61723	82.3176	55.46084	5.21684	46.005	25.51262	16.52214	33.59975	30.38114	35.2921	18.82318	11.85799	9.17902	51.64856	35.84136	44.94677	48.01928	10.3061	11.44289	34.41761	21.95274	18.99158	5.77185	14.2815	25.32899	4.0147	45.74537	45.80612	36.35496	29.37292	14.78977	25.64985	40.8788	23.99252	5.68911	6.70018	41.17912	17.30325	11.05326	15.30894	45.27223	37.22015
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	16.74946	34.93576	68.37923	68.46472	59.33598	55.07242	53.5206	39.42429	38.90057	84.21405	81.7819	65.24929	64.0832	60.27165	58.90285	100.0	59.52411	41.78315	43.59449	65.00946	69.19191	23.47408	44.03535	35.90004	68.50218	62.54307	54.24578	41.1383	41.71345	33.40578	52.6419	25.63997	71.7613	54.46086	57.20022	64.24777	64.43558	62.1358	58.45005	29.85388	49.75563	50.72764	27.39318	50.50101	66.86409	62.70566	69.19387	67.35164	60.69663	69.16859	68.57539	45.53574	39.53068	48.28112	43.23168	26.78611	46.31534	53.35933	59.878	78.37602	58.94747	59.41206	65.5908	36.42265	41.921	54.09094	49.84669	53.14099	46.80864	39.57892	38.38947	53.00514	38.43309	61.00543	65.49423	76.25884	44.51887	54.51597	56.93569	61.72239	34.17375	60.94647	58.92706	81.05805	64.99874	13.5469	76.10239	56.4446	62.91489	53.96485	42.33909	68.6774	26.63618	61.8102	64.04638	43.76714	58.27186	50.57842	48.69686	75.67481	38.94492	80.85233	77.68581	42.67376	59.73812	42.96832	34.69854	29.87047	100.0	66.44116	69.89315	5.68262	63.33327	68.26592	28.55736	84.30087	19.68991	0.4832	33.80636	62.64193	43.85029	1.23284	75.16944	61.36755	66.05119	43.93145	75.03595	80.93085	84.46555	39.47989	48.1032	35.48517	41.40205	64.8045	80.85791	15.47792	47.76402	77.6154	85.16571	73.00849	47.73533	95.9853	43.05079	28.85206	33.51363	32.28206	70.43869	64.96064	50.39446	40.08915	78.43135	76.82577	17.88572	53.61241	65.54401	76.20046	38.78181	44.50124
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	3.64218	1.51918	3.51238	3.10971	0.77063	9.5368	8.20537	0.0	0.02177	2.14242	1.92533	0.17873	0.70048	0.96363	4.3976	0.0	0.22062	0.5842	0.259	2.41384	0.72979	1.15024	1.79247	0.48492	0.22363	0.79058	0.15263	0.04937	0.13908	1.11389	0.75121	0.47312	3.44773	3.40988	0.21943	4.13168	3.6924	0.53855	0.01328	3.67206	3.39535	3.10054	0.84086	0.0112	0.39296	0.98201	0.0	0.0	6.30991	0.30639	0.36065	4.53137	1.21829	6.56383	0.28595	2.00115	2.925	0.07905	1.55096	0.24176	1.34327	1.21261	1.0122	1.8749	2.42864	0.65177	0.67594	2.10204	0.0	0.92276	1.75144	0.63709	0.33676	0.43842	0.4976	0.1744	2.93305	1.58542	1.51663	0.26928	0.44942	0.20855	0.28185	0.07543	0.37632	0.0	1.64968	7.29303	0.91702	1.45132	0.00797	7.64668	0.02026	1.25171	1.25522	2.62985	0.0	1.0576	0.98097	1.02599	0.02856	0.13667	0.14889	0.10399	0.0	0.27115	0.00548	0.41797	0.0	0.06923	0.37974	0.0	0.20965	0.56807	0.01038	0.0	0.0	0.0	4.08466	0.0	0.12711	0.01328	0.01391	0.49371	0.39133	0.74382	0.22073	0.5811	0.0	0.01026	1.50794	0.36364	2.15935	0.0	0.00441	0.30483	0.0	0.22863	0.00733	0.05942	0.09005	0.0	1.34081	0.0	5.82519	0.09104	1.00544	0.04335	0.03622	0.61932	0.0	0.05872	2.85643	1.0196	0.01731	1.33178	3.87803	0.0868
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.30841	0.91333	0.35958	0.37965	0.39147	0.0	0.03321	0.2981	0.39998	0.1614	0.24962	0.20308	0.0	0.10107	0.19034	0.0	0.27897	0.34972	0.09069	0.57072	0.0166	0.37397	2.25275	1.39306	0.57266	0.59783	0.21737	0.34185	0.28518	0.94506	0.11493	0.14125	0.2327	0.31854	0.62843	0.28741	0.282	0.01885	0.01786	0.22183	0.12162	0.11053	0.90635	0.22484	0.17463	0.05236	0.18369	0.13276	0.23568	1.0789	1.0575	0.23464	0.67098	0.05916	0.4597	0.1213	0.00988	0.23119	0.33662	0.04761	0.05579	0.08255	0.1672	0.09779	0.69479	0.62536	0.77087	1.08645	0.8218	0.22331	0.39621	0.45791	0.13731	1.0681	0.81219	0.21556	0.28411	0.10632	0.22161	0.70033	0.29988	0.03315	0.08345	0.0	0.10991	0.05154	0.42794	0.19927	0.0	0.08903	0.69645	0.13932	0.20637	0.0728	0.0	0.05086	0.97517	0.03342	0.0	0.21835	0.21089	0.17704	0.31532	0.01969	0.38085	0.28837	0.16674	0.07629	0.0	0.08345	0.09595	6.73807	0.09775	0.65274	0.67819	0.28984	2.93639	0.57901	0.81637	0.46308	0.13504	0.43955	0.12718	0.15505	0.03593	0.0	0.27428	0.0978	0.0	0.49586	1.695	0.60153	0.15182	1.78458	0.0	0.70144	0.15071	0.09849	0.10663	0.76962	0.10806	0.0	0.40739	0.53725	0.06701	0.1006	0.27698	0.46408	0.11073	1.09492	0.14988	0.24145	0.35066	1.15386	0.27562	0.15426	0.1196	0.29219
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	1.00755	0.02644	0.0	0.0	1.29581	0.0	0.0909	0.0	0.01614	0.0	0.02608	0.08329	0.0	0.0	0.0	0.0	0.0725	0.07159	0.28251	0.1173	0.01143	0.11906	0.21262	0.03103	0.0	0.02484	0.04494	0.21524	0.24886	0.31387	0.53094	0.13544	0.05716	0.01964	0.0724	0.6485	0.56586	0.00408	0.0	0.14356	3.27919	2.74336	0.19665	3.0462	0.0401	0.22204	0.0	0.0	0.08139	0.0	0.00756	0.19731	0.32429	0.34119	0.11371	0.85406	0.10491	0.12426	0.02685	0.05952	0.0	0.02548	0.0	0.47683	0.16217	0.12935	0.25147	0.42689	0.07543	0.33021	0.9722	0.14565	0.18399	0.13093	0.15423	0.03292	0.26943	0.74605	0.09131	0.21875	0.22178	0.1312	0.28943	0.07384	0.00043	0.06271	0.01765	0.0	0.0	0.17615	0.07706	0.00425	0.17133	0.0	0.0	0.0	0.0	0.07913	0.0	0.95101	0.02308	0.02958	0.06367	0.0	0.11054	0.1105	2.50867	0.0	0.0	0.15884	0.03371	0.0	0.1322	0.02262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29982	0.21034	0.0	0.0	0.0	0.0	0.0	0.0	0.07041	0.0945	0.38047	0.0	0.0	0.0	0.04397	0.0	0.00899	0.0	0.07119	0.00992	0.0	0.05462	0.0	0.0	0.0494	0.01445	0.06287	0.57457	0.03655	0.0	0.0	0.00049	0.0	0.0	0.0	0.102	0.0
k__Bacteria|p__Proteobacteria|c__CFGB76256|o__OFGB76256	0.65455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42536	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	0.42453	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35317	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	2.57809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63712	0.75958	0.0	0.0	0.0	0.01769	2.41882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77602	0.0	0.0	3.21015	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02691	0.00629	0.0	0.0	0.0	0.03307	0.0	0.0	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.26433	0.00058	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.0	0.5163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92777	0.0	0.0	0.0	0.0	3.13856	0.0	0.0	3.1391	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	9e-05	0.0	1.98955	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.38534	0.0	3.00989	2.36833	0.04449	0.12145	0.21147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55691	0.0	0.03141	0.09799	0.91072	1.13566	0.15827	0.0096	0.00326	0.5356	0.68305	0.0091	0.0	0.0	0.0	0.0	0.0	0.02459	0.0	0.70865	0.47325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57472	0.0017	2.56612	0.0	0.0	0.61803	1.42686	1.40909	0.0	0.01029	0.0	0.0	0.0725	0.0	0.14926	0.0	0.09528	0.0	0.0012	4.75595	0.0	0.44908	0.0	0.00838	0.0228	0.0	0.0	0.0	0.0	0.03049	0.02664	2.08724	1.78178	0.00212	0.01715	0.01328	0.00306	0.02944	0.44473	0.39926	0.0	0.00263	1.97743	0.01214	1.51728	0.27334	0.11703	1.12251	0.15726	7.1096	0.0	0.0	0.2306	0.0	0.00054	0.08259	0.0	1.01572	0.0	0.06445	0.00333	0.58247	0.0	2.53802	0.31202	0.0	0.02013	0.00555	0.01682	0.0002	2.8882	0.2388	0.16366	15.71814	0.59553	0.05402	3.01708	0.16815	0.0	0.00922	0.05873	0.00303	0.12104	0.0	0.38209	0.0	1.43258	0.67494	0.05147	0.0	4.23286	0.11435	0.13286	0.0	0.0	2.09998	0.0004	1.13155	0.0	0.04936	2.61324	0.12882	0.94507	0.04095	0.00167	0.00722	0.05646	2.79044	2.7692	0.56713	3.21757	6.5783	0.01388	0.00767	9.56537
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.21065	3.41708	1.10608	1.2107	1.42021	1.45275	1.63544	0.00756	0.12987	0.37525	0.48956	0.16081	3.39758	3.88916	0.0	0.0	0.72772	4.99232	1.1962	1.17591	3.10191	0.52751	0.14499	1.03561	0.56255	1.29542	0.62122	0.8222	0.96664	1.48781	0.78091	0.73399	1.46703	1.34633	1.29061	0.99835	1.01392	0.0	0.27952	1.15787	0.0	0.0	0.30165	0.84823	1.54945	1.42016	0.0	0.0	1.34647	0.29669	0.29865	1.31956	0.64142	1.37765	0.79568	0.53294	2.24611	0.94786	1.11643	0.36152	0.51086	0.56953	0.67649	0.62882	1.13631	0.95672	1.00627	0.78814	0.0	0.24564	1.55221	0.91644	1.48424	0.34061	1.83917	0.78086	0.35794	0.89796	0.17154	1.37126	0.20127	0.37578	0.56791	3.77142	2.3062	0.16393	0.63696	0.82453	0.01071	0.17966	0.35075	1.08017	0.59502	0.02184	0.0	0.39673	0.61066	0.00419	15.20118	0.51283	0.11883	0.5843	0.8062	0.42606	0.00343	0.9745	1.2864	0.0752	0.0	0.76458	0.00302	0.0	0.99266	1.98551	0.02025	0.0	0.0	0.0	0.00517	0.16947	1.40222	0.00892	1.51979	0.0	0.0	9.84966	0.59253	0.17662	0.0	0.36781	0.97561	1.6781	0.04678	0.01398	0.0	0.6159	0.08881	2.44785	0.00438	1.62952	0.0022	0.0	0.94841	0.00344	0.21299	1.16594	1.81137	0.08632	1.33131	0.75703	6.21864	6.05312	0.01337	1.89596	0.02166	0.38496	1.59191	1.37529
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.17309	0.5063	1.06526	1.11629	2.82914	1.00721	1.00144	0.16128	0.28557	0.52063	0.5357	0.5425	4.77282	4.37555	0.1039	0.0	2.62909	0.01195	0.19414	0.88275	0.25832	0.22537	2.89726	0.02876	1.28135	1.52559	0.34385	1.99212	1.84388	1.20126	1.36783	1.01978	0.70512	3.36646	0.14284	1.42367	1.37948	0.26729	0.08781	0.71095	3.68155	3.61622	0.06692	0.31362	1.287	1.67302	0.0	0.0	1.09946	0.95753	0.98954	0.01073	0.32515	0.13634	0.54433	0.75028	1.04048	0.2369	0.58201	1.84001	1.8695	1.82056	0.04471	0.00253	0.15726	3.61609	3.89856	0.89334	2.2332	0.49054	2.7976	1.78998	0.61668	2.1183	3.33791	1.99546	1.06006	1.30067	0.14864	2.57366	0.66338	2.48048	2.47574	1.12375	0.31575	0.29813	0.63873	0.28348	0.0	0.91225	0.18159	0.42428	0.78583	0.0	0.0	0.18345	0.0	0.0035	0.0	0.00749	0.00331	3.07084	0.00108	0.11388	0.08339	1.01173	0.08417	0.04064	0.0	0.87472	0.02919	0.01403	2.26606	0.31982	0.00153	2.07978	0.0094	0.00151	0.63674	0.71786	0.17938	0.04537	0.80494	0.16773	0.11686	0.14108	0.83087	0.19554	0.0	0.19296	0.78486	1.20861	0.0	0.0	0.0	0.08378	3.37638	0.0	0.00039	0.50924	0.42953	0.0	0.00151	0.00022	0.02137	1.20134	2.84326	1.4392	0.40674	0.21479	0.35209	0.36702	0.01463	5.39501	0.02283	2.96921	0.90524	0.13613
